Player,Season,Nationality,Pos,Position,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Tkl.1,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def_Pen,Att_Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,MarketValueEuro,Current club
Rafa Mir,2223,Spain,FW,Centre-Forward,25,26,16,1298.0,14.4,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,7.4,7.4,1.0,8.4,12.0,11.0,54.0,0.42,0.0,0.42,0.42,0.42,0.51,0.07,0.58,0.51,0.58,50.0,15.0,30.0,3.47,1.04,0.12,0.4,12.5,0.0,0.15,-1.4,-1.4,176.0,262.0,67.2,2380.0,325.0,107.0,145.0,73.8,52.0,76.0,68.4,6.0,14.0,42.9,0.9,-1.0,9.0,7.0,0.0,0.0,234.0,26.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,19.0,1.32,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,4.0,2.0,2.0,40.0,3.0,4.0,4.0,12.0,11.0,0.0,396.0,12.0,71.0,0.0,0.0,13.0,92.9,188.0,8.0,24.0,12.0,277.0,10000000.0,Sevilla FC
Rafa Mir,2324,Spain,"FW,MF",Centre-Forward,26,15,3,391.0,4.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,0.3,1.7,3.0,2.0,16.0,0.46,0.0,0.46,0.46,0.46,0.33,0.07,0.39,0.33,0.39,15.0,7.0,46.7,3.45,1.61,0.13,0.29,16.9,0.0,0.1,0.6,0.6,61.0,88.0,69.3,868.0,109.0,32.0,41.0,78.0,24.0,30.0,80.0,2.0,5.0,40.0,0.1,-0.3,5.0,1.0,1.0,1.0,83.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,2.99,7.0,0.0,2.0,1.0,0.0,2.0,0.46,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,50.0,1.0,2.0,1.0,3.0,1.0,0.0,136.0,2.0,20.0,2.0,33.3,3.0,50.0,73.0,3.0,9.0,3.0,93.0,2500000.0,Sevilla FC
Ramón Martínez,2425,Spain,DF,Centre-Back,21,5,2,261.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,1.0,5.0,2.0,0.34,0.0,0.34,0.34,0.34,0.12,0.02,0.14,0.12,0.14,4.0,3.0,75.0,1.38,1.03,0.25,0.33,11.8,0.0,0.08,0.7,0.7,119.0,130.0,91.5,2397.0,541.0,34.0,34.0,100.0,67.0,75.0,89.3,17.0,19.0,89.5,0.0,-0.1,1.0,10.0,0.0,0.0,120.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.07,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,1.0,0.0,3.0,60.0,2.0,1.0,2.0,8.0,23.0,0.0,167.0,26.0,3.0,1.0,100.0,0.0,0.0,85.0,0.0,1.0,1.0,108.0,1000000.0,Sevilla FC
Ruben Vargas,2425,Switzerland,"FW,MF",Left Winger,25,11,9,671.0,7.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.8,2.7,29.0,14.0,63.0,0.27,0.13,0.4,0.27,0.4,0.26,0.1,0.37,0.26,0.37,17.0,5.0,29.4,2.28,0.67,0.12,0.4,13.8,0.0,0.12,0.0,0.0,166.0,247.0,67.2,2714.0,696.0,94.0,113.0,83.2,51.0,74.0,68.9,16.0,39.0,41.0,0.9,0.2,13.0,11.0,9.0,5.0,219.0,28.0,0.0,0.0,37.0,9.0,16.0,12.0,2.0,0.0,0.0,13.0,31.0,4.16,16.0,5.0,4.0,1.0,0.0,3.0,0.4,3.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,5.0,1.0,3.0,37.5,5.0,9.0,3.0,10.0,10.0,0.0,362.0,8.0,30.0,12.0,36.4,16.0,48.5,186.0,11.0,31.0,6.0,231.0,7000000.0,Sevilla FC
Sergio Ramos,2324,Spain,DF,Centre-Back,37,28,28,2517.0,28.0,3.0,0.0,3.0,3.0,0.0,0.0,7.0,1.0,1.9,1.9,0.1,2.0,11.0,81.0,5.0,0.11,0.0,0.11,0.11,0.11,0.07,0.0,0.07,0.07,0.07,28.0,11.0,39.3,1.0,0.39,0.11,0.27,18.9,5.0,0.07,1.1,1.1,1356.0,1524.0,89.0,29709.0,10962.0,387.0,420.0,92.1,712.0,754.0,94.4,248.0,325.0,76.3,0.4,-0.1,4.0,103.0,3.0,0.0,1470.0,52.0,1.0,31.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,21.0,0.75,17.0,0.0,0.0,1.0,0.0,3.0,0.11,2.0,0.0,0.0,1.0,0.0,0.0,45.0,30.0,32.0,11.0,2.0,27.0,67.5,13.0,5.0,41.0,86.0,156.0,0.0,1870.0,289.0,29.0,6.0,54.5,3.0,27.3,994.0,3.0,13.0,6.0,1192.0,2500000.0,Sevilla FC
Stanis Idumbo,2324,Belgium,MF,Attacking Midfield,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000.0,Sevilla FC
Stanis Idumbo,2425,Belgium,"FW,MF",Attacking Midfield,19,14,3,284.0,3.2,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,1.3,10.0,8.0,20.0,0.32,0.32,0.63,0.32,0.63,0.2,0.23,0.42,0.2,0.42,4.0,2.0,50.0,1.27,0.63,0.25,0.5,23.5,0.0,0.16,0.4,0.4,63.0,76.0,82.9,1003.0,217.0,34.0,39.0,87.2,24.0,26.0,92.3,5.0,8.0,62.5,0.1,0.3,6.0,2.0,1.0,0.0,72.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,2.21,7.0,0.0,0.0,0.0,0.0,1.0,0.32,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,3.0,4.0,2.0,3.0,60.0,2.0,2.0,4.0,13.0,2.0,0.0,130.0,6.0,6.0,9.0,47.4,9.0,47.4,88.0,4.0,12.0,11.0,91.0,2500000.0,Sevilla FC
Suso,2223,Spain,"MF,FW",Right Winger,28,25,10,1065.0,11.8,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,2.8,4.0,27.0,86.0,96.0,0.17,0.34,0.51,0.17,0.51,0.1,0.24,0.34,0.1,0.34,24.0,9.0,37.5,2.03,0.76,0.08,0.22,24.1,2.0,0.05,0.9,0.9,444.0,572.0,77.6,8092.0,2148.0,223.0,245.0,91.0,156.0,198.0,78.8,59.0,101.0,58.4,3.2,1.2,28.0,40.0,28.0,7.0,520.0,47.0,6.0,17.0,79.0,11.0,21.0,7.0,8.0,1.0,5.0,14.0,64.0,5.41,51.0,6.0,3.0,1.0,1.0,7.0,0.59,4.0,1.0,2.0,0.0,0.0,0.0,16.0,10.0,5.0,7.0,4.0,10.0,45.5,12.0,6.0,2.0,18.0,3.0,0.0,675.0,6.0,23.0,25.0,59.5,13.0,31.0,461.0,7.0,17.0,19.0,521.0,6000000.0,Sevilla FC
Suso,2324,Spain,"MF,FW",Right Winger,29,29,15,1517.0,16.9,1.0,4.0,5.0,1.0,0.0,0.0,5.0,1.0,1.4,1.4,3.9,5.3,41.0,110.0,109.0,0.06,0.24,0.3,0.06,0.3,0.08,0.23,0.32,0.08,0.32,26.0,6.0,23.1,1.54,0.36,0.04,0.17,24.3,1.0,0.05,-0.4,-0.4,702.0,907.0,77.4,12150.0,3958.0,367.0,406.0,90.4,227.0,285.0,79.6,91.0,158.0,57.6,4.9,0.1,42.0,74.0,38.0,14.0,797.0,105.0,2.0,21.0,132.0,14.0,50.0,27.0,17.0,0.0,5.0,29.0,91.0,5.4,60.0,26.0,2.0,1.0,0.0,12.0,0.71,9.0,2.0,1.0,0.0,0.0,0.0,24.0,17.0,14.0,8.0,2.0,8.0,28.6,20.0,9.0,5.0,29.0,4.0,0.0,1064.0,9.0,29.0,27.0,56.3,16.0,33.3,669.0,7.0,37.0,22.0,777.0,4000000.0,Sevilla FC
Suso,2425,Spain,"FW,MF",Right Winger,30,16,4,606.0,6.7,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.6,2.3,20.0,43.0,74.0,0.0,0.3,0.3,0.0,0.3,0.11,0.24,0.35,0.11,0.35,16.0,4.0,25.0,2.38,0.59,0.0,0.0,22.9,2.0,0.05,-0.7,-0.7,285.0,385.0,74.0,4789.0,1573.0,146.0,160.0,91.3,94.0,123.0,76.4,33.0,72.0,45.8,1.3,0.4,22.0,31.0,13.0,4.0,333.0,49.0,2.0,5.0,59.0,5.0,30.0,18.0,7.0,1.0,3.0,11.0,45.0,6.68,25.0,8.0,8.0,1.0,0.0,3.0,0.45,2.0,1.0,0.0,0.0,0.0,0.0,10.0,7.0,3.0,6.0,1.0,4.0,36.4,7.0,4.0,4.0,14.0,2.0,0.0,463.0,1.0,15.0,14.0,43.8,16.0,50.0,280.0,2.0,9.0,15.0,334.0,1500000.0,Sevilla FC
Tanguy Nianzou,2223,France,DF,Centre-Back,20,19,16,1366.0,15.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,4.0,66.0,0.0,0.07,0.0,0.07,0.07,0.07,0.03,0.0,0.03,0.03,0.03,6.0,1.0,16.7,0.4,0.07,0.17,1.0,12.0,0.0,0.08,0.5,0.5,676.0,772.0,87.6,12120.0,4079.0,255.0,280.0,91.1,378.0,403.0,93.8,39.0,73.0,53.4,0.2,0.0,1.0,58.0,0.0,0.0,748.0,22.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,0.66,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,10.0,9.0,1.0,8.0,72.7,3.0,3.0,16.0,36.0,44.0,3.0,894.0,73.0,11.0,10.0,83.3,2.0,16.7,547.0,0.0,4.0,3.0,627.0,7500000.0,Sevilla FC
Tanguy Nianzou,2324,France,DF,Centre-Back,21,8,3,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1.0,0.0,0.0,0.28,0.0,0.0,,12.9,0.0,0.03,0.0,0.0,137.0,156.0,87.8,2623.0,726.0,43.0,50.0,86.0,80.0,87.0,92.0,12.0,15.0,80.0,0.0,0.0,0.0,14.0,0.0,0.0,147.0,8.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.85,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,9.0,2.0,1.0,8.0,72.7,3.0,2.0,3.0,15.0,9.0,1.0,192.0,20.0,3.0,2.0,100.0,0.0,0.0,105.0,0.0,3.0,2.0,119.0,3000000.0,Sevilla FC
Tanguy Nianzou,2425,France,DF,Centre-Back,22,6,6,518.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.0,0.2,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,2.0,0.0,0.0,0.35,0.0,0.0,,8.9,0.0,0.09,-0.2,-0.2,285.0,314.0,90.8,4654.0,1465.0,131.0,139.0,94.2,143.0,155.0,92.3,7.0,15.0,46.7,0.0,0.0,0.0,6.0,0.0,0.0,300.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,6.0,0.0,1.0,5.0,83.3,1.0,1.0,8.0,15.0,27.0,0.0,376.0,49.0,6.0,3.0,100.0,0.0,0.0,207.0,0.0,3.0,0.0,263.0,1500000.0,Sevilla FC
Thomas Delaney,2223,Denmark,MF,Central Midfield,30,8,2,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.2,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,3.0,1.0,33.3,0.87,0.29,0.0,0.0,18.8,0.0,0.05,-0.2,-0.2,140.0,164.0,85.4,2173.0,461.0,71.0,76.0,93.4,54.0,64.0,84.4,8.0,14.0,57.1,0.6,-0.1,2.0,6.0,3.0,1.0,159.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.17,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,3.0,60.0,2.0,1.0,4.0,8.0,3.0,0.0,188.0,8.0,7.0,0.0,,0.0,,113.0,1.0,4.0,3.0,138.0,2000000.0,Sevilla FC
Xavi Sintes,2223,Spain,DF,Centre-Back,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000.0,Sevilla FC
Xavi Sintes,2324,Spain,DF,Centre-Back,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,Sevilla FC
Youssef En-Nesyri,2223,Morocco,FW,Centre-Forward,25,31,17,1661.0,18.5,8.0,1.0,9.0,8.0,0.0,0.0,4.0,0.0,8.1,8.1,1.1,9.2,16.0,12.0,71.0,0.43,0.05,0.49,0.43,0.49,0.44,0.06,0.5,0.44,0.5,60.0,23.0,38.3,3.25,1.25,0.13,0.35,11.6,0.0,0.14,-0.1,-0.1,156.0,241.0,64.7,2202.0,328.0,96.0,135.0,71.1,50.0,75.0,66.7,4.0,8.0,50.0,0.5,-0.1,10.0,4.0,1.0,0.0,204.0,35.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,32.0,1.73,21.0,1.0,2.0,2.0,0.0,5.0,0.27,3.0,0.0,1.0,1.0,0.0,0.0,16.0,8.0,3.0,7.0,6.0,4.0,28.6,10.0,4.0,4.0,20.0,16.0,0.0,439.0,19.0,103.0,4.0,17.4,16.0,69.6,190.0,14.0,46.0,9.0,286.0,20000000.0,Sevilla FC
Youssef En-Nesyri,2324,Morocco,FW,Centre-Forward,26,33,28,2570.0,28.6,16.0,2.0,18.0,15.0,1.0,1.0,4.0,0.0,10.8,10.0,1.3,11.3,17.0,17.0,81.0,0.56,0.07,0.63,0.53,0.6,0.38,0.04,0.42,0.35,0.4,72.0,29.0,40.3,2.52,1.02,0.21,0.52,12.1,0.0,0.14,5.2,5.0,205.0,318.0,64.5,2797.0,471.0,118.0,165.0,71.5,67.0,98.0,68.4,5.0,13.0,38.5,0.9,0.7,9.0,11.0,5.0,0.0,271.0,47.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,22.0,0.77,13.0,0.0,1.0,2.0,2.0,8.0,0.28,4.0,0.0,0.0,1.0,1.0,2.0,10.0,7.0,3.0,4.0,3.0,0.0,0.0,10.0,8.0,7.0,17.0,29.0,1.0,565.0,31.0,115.0,11.0,29.7,25.0,67.6,269.0,11.0,59.0,17.0,373.0,20000000.0,Sevilla FC
Álvaro Fernández,2425,Spain,GK,Goalkeeper,26,9,8,747.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,212.0,324.0,65.4,5528.0,3865.0,50.0,50.0,100.0,107.0,108.0,99.1,55.0,165.0,33.3,0.0,-0.1,1.0,6.0,0.0,0.0,258.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.36,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,349.0,272.0,0.0,0.0,,0.0,,187.0,0.0,0.0,0.0,196.0,2000000.0,Sevilla FC
Óliver Torres,2223,Spain,"MF,FW",Central Midfield,27,32,27,2137.0,23.7,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.6,2.6,3.3,5.9,38.0,136.0,156.0,0.13,0.04,0.17,0.13,0.17,0.11,0.14,0.25,0.11,0.25,22.0,7.0,31.8,0.93,0.29,0.14,0.43,17.1,0.0,0.12,0.4,0.4,862.0,1104.0,78.1,14469.0,3748.0,462.0,529.0,87.3,272.0,342.0,79.5,98.0,150.0,65.3,3.3,-2.3,37.0,98.0,29.0,8.0,1050.0,42.0,5.0,23.0,57.0,14.0,8.0,0.0,3.0,0.0,12.0,26.0,74.0,3.12,59.0,5.0,0.0,4.0,3.0,6.0,0.25,4.0,1.0,0.0,1.0,0.0,0.0,39.0,23.0,12.0,13.0,14.0,18.0,30.5,41.0,21.0,10.0,49.0,10.0,0.0,1314.0,10.0,55.0,15.0,35.7,17.0,40.5,886.0,6.0,34.0,47.0,980.0,9000000.0,Sevilla FC
Óliver Torres,2324,Spain,MF,Central Midfield,28,27,18,1616.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,2.2,2.7,40.0,96.0,110.0,0.0,0.06,0.06,0.0,0.06,0.03,0.12,0.15,0.03,0.15,9.0,3.0,33.3,0.5,0.17,0.0,0.0,20.4,0.0,0.06,-0.5,-0.5,714.0,883.0,80.9,10966.0,3224.0,402.0,439.0,91.6,233.0,284.0,82.0,54.0,108.0,50.0,2.5,-1.2,22.0,75.0,18.0,8.0,838.0,40.0,2.0,5.0,44.0,9.0,12.0,6.0,3.0,0.0,5.0,19.0,58.0,3.23,47.0,7.0,0.0,4.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,37.0,22.0,17.0,15.0,5.0,22.0,38.6,35.0,36.0,6.0,43.0,6.0,0.0,1040.0,12.0,26.0,11.0,45.8,12.0,50.0,587.0,5.0,27.0,24.0,710.0,6000000.0,Sevilla FC
Ørjan Nyland,2324,Norway,GK,Goalkeeper,32,24,24,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,486.0,787.0,61.8,16309.0,13489.0,78.0,78.0,100.0,192.0,196.0,98.0,212.0,506.0,41.9,0.0,-0.4,2.0,16.0,0.0,0.0,497.0,287.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.29,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,845.0,707.0,0.0,0.0,,0.0,,436.0,0.0,2.0,0.0,312.0,1400000.0,Sevilla FC
Ørjan Nyland,2425,Norway,GK,Goalkeeper,33,30,30,2673.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,637.0,1007.0,63.3,17132.0,12890.0,154.0,155.0,99.4,294.0,304.0,96.7,188.0,541.0,34.8,0.1,-0.3,4.0,27.0,2.0,0.0,778.0,224.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.37,10.0,1.0,0.0,0.0,0.0,2.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,3.0,60.0,2.0,0.0,0.0,3.0,12.0,4.0,1068.0,904.0,0.0,0.0,,0.0,,591.0,0.0,0.0,0.0,566.0,900000.0,Sevilla FC
Alberto Del Moral,2223,Spain,MF,Central Midfield,22,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,1.0,1000000.0,Villarreal CF
Alberto Moreno,2223,Spain,DF,Left-Back,30,24,14,1296.0,14.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.9,0.9,1.4,2.3,41.0,47.0,97.0,0.0,0.07,0.07,0.0,0.07,0.07,0.1,0.16,0.07,0.16,15.0,3.0,20.0,1.04,0.21,0.0,0.0,20.7,2.0,0.06,-0.9,-0.9,605.0,730.0,82.9,9845.0,2768.0,298.0,329.0,90.6,252.0,283.0,89.0,36.0,64.0,56.3,1.9,-0.4,12.0,18.0,24.0,6.0,617.0,107.0,1.0,4.0,36.0,85.0,7.0,3.0,3.0,0.0,6.0,13.0,28.0,1.94,24.0,2.0,1.0,0.0,0.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,10.0,10.0,3.0,11.0,45.8,13.0,11.0,23.0,46.0,26.0,0.0,872.0,27.0,28.0,6.0,37.5,8.0,50.0,490.0,7.0,17.0,6.0,549.0,3000000.0,Villarreal CF
Alfonso Pedraza,2223,Spain,DF,Left-Back,26,26,20,1633.0,18.1,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,1.2,1.2,2.0,3.2,68.0,31.0,145.0,0.0,0.17,0.17,0.0,0.17,0.07,0.11,0.18,0.07,0.18,26.0,10.0,38.5,1.43,0.55,0.0,0.0,18.4,0.0,0.05,-1.2,-1.2,641.0,832.0,77.0,9606.0,2553.0,366.0,401.0,91.3,221.0,283.0,78.1,35.0,80.0,43.8,1.3,1.0,18.0,22.0,19.0,9.0,673.0,158.0,0.0,2.0,76.0,148.0,2.0,1.0,0.0,0.0,1.0,32.0,39.0,2.15,30.0,0.0,5.0,0.0,1.0,5.0,0.28,4.0,0.0,1.0,0.0,0.0,0.0,35.0,26.0,20.0,10.0,5.0,19.0,65.5,10.0,18.0,18.0,53.0,31.0,0.0,1049.0,44.0,47.0,21.0,35.6,32.0,54.2,555.0,14.0,30.0,14.0,607.0,15000000.0,Villarreal CF
Alfonso Pedraza,2425,Spain,"DF,MF",Left-Back,28,12,4,460.0,5.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.4,1.9,21.0,9.0,43.0,0.0,0.39,0.39,0.0,0.39,0.09,0.27,0.37,0.09,0.37,5.0,2.0,40.0,0.98,0.39,0.0,0.0,13.9,0.0,0.09,-0.5,-0.5,157.0,213.0,73.7,2500.0,918.0,81.0,84.0,96.4,59.0,78.0,75.6,10.0,26.0,38.5,1.4,0.6,9.0,7.0,8.0,6.0,187.0,26.0,2.0,1.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,3.33,12.0,1.0,2.0,0.0,0.0,3.0,0.59,2.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,50.0,2.0,2.0,6.0,9.0,16.0,0.0,274.0,17.0,16.0,9.0,47.4,9.0,47.4,155.0,6.0,5.0,2.0,165.0,2500000.0,Villarreal CF
Arnaut Danjuma,2223,Netherlands,FW,Left Winger,25,10,6,479.0,5.3,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.7,1.9,0.4,2.3,12.0,2.0,35.0,0.38,0.0,0.38,0.19,0.19,0.5,0.07,0.58,0.36,0.43,11.0,4.0,36.4,2.07,0.75,0.09,0.25,16.7,0.0,0.17,-0.7,-0.9,70.0,95.0,73.7,999.0,169.0,44.0,61.0,72.1,20.0,26.0,76.9,2.0,3.0,66.7,0.3,-0.4,5.0,3.0,3.0,2.0,83.0,12.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,2.44,7.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,50.0,1.0,0.0,0.0,3.0,1.0,1.0,135.0,2.0,23.0,3.0,37.5,4.0,50.0,88.0,8.0,11.0,6.0,103.0,25000000.0,Villarreal CF
Arnaut Danjuma,2425,Netherlands,FW,Left Winger,27,3,3,200.0,2.2,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.8,0.8,0.0,0.8,4.0,1.0,17.0,0.9,0.0,0.9,0.9,0.9,0.37,0.01,0.38,0.37,0.38,6.0,3.0,50.0,2.7,1.35,0.33,0.67,13.9,0.0,0.14,1.2,1.2,23.0,30.0,76.7,359.0,40.0,11.0,15.0,73.3,10.0,12.0,83.3,1.0,2.0,50.0,0.0,0.0,1.0,1.0,0.0,0.0,28.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,48.0,0.0,8.0,0.0,0.0,4.0,100.0,25.0,2.0,3.0,0.0,36.0,4000000.0,Villarreal CF
